,Location,Date,Temperature(°C)
1039,Ouagadougou,2015-08-01,27.5
1040,Ouagadougou,2015-09-01,28.2
1041,Ouagadougou,2015-10-01,30.4
1042,Ouagadougou,2015-11-01,28.3
1043,Ouagadougou,2015-12-01,24.1
1044,Ouagadougou,2016-01-01,25.1
1045,Ouagadougou,2016-02-01,27.3
1046,Ouagadougou,2016-03-01,32.2
1047,Ouagadougou,2016-04-01,34.7
1048,Ouagadougou,2016-05-01,33.2
1049,Ouagadougou,2016-06-01,30.4
1050,Ouagadougou,2016-07-01,28.4
1051,Ouagadougou,2016-08-01,27.7
1052,Ouagadougou,2016-09-01,28.1
1053,Ouagadougou,2016-10-01,30.7
1054,Ouagadougou,2016-11-01,29.2
1055,Ouagadougou,2016-12-01,26.8
1056,Ouagadougou,2017-01-01,25.4
1057,Ouagadougou,2017-02-01,28.9
1058,Ouagadougou,2017-03-01,31.8
1059,Ouagadougou,2017-04-01,33.6
1060,Ouagadougou,2017-05-01,31.7
1061,Ouagadougou,2017-06-01,29.5
1062,Ouagadougou,2017-07-01,28.3
1063,Ouagadougou,2017-08-01,27.7
1064,Ouagadougou,2017-09-01,28.6
1065,Ouagadougou,2017-10-01,29.9
1066,Ouagadougou,2017-11-01,28.1
1067,Ouagadougou,2017-12-01,25.8
1068,Ouagadougou,2018-01-01,24.5
1069,Ouagadougou,2018-02-01,29.1
1070,Ouagadougou,2018-03-01,32.7
1071,Ouagadougou,2018-04-01,34.4
1072,Ouagadougou,2018-05-01,33.4
1073,Ouagadougou,2018-06-01,30.5
1074,Ouagadougou,2018-07-01,28.2
1075,Ouagadougou,2018-08-01,27.5
1076,Ouagadougou,2018-09-01,28.1
1077,Ouagadougou,2018-10-01,30.3
1078,Ouagadougou,2018-11-01,29.0
1079,Ouagadougou,2018-12-01,25.6
1080,Ouagadougou,2019-01-01,25.6
1081,Ouagadougou,2019-02-01,27.7
1082,Ouagadougou,2019-03-01,31.6
1083,Ouagadougou,2019-04-01,34.7
1084,Ouagadougou,2019-05-01,33.5
1085,Ouagadougou,2019-06-01,31.0
1086,Ouagadougou,2019-07-01,28.0
1087,Ouagadougou,2019-08-01,27.4
1088,Ouagadougou,2019-09-01,29.0
1089,Ouagadougou,2019-10-01,29.2
1090,Ouagadougou,2019-11-01,29.7
1091,Ouagadougou,2019-12-01,26.4
1092,Ouagadougou,2020-01-01,25.5
1093,Ouagadougou,2020-02-01,27.7
1094,Ouagadougou,2020-03-01,33.0
1095,Ouagadougou,2020-04-01,35.1
1096,Ouagadougou,2020-05-01,34.4
1097,Ouagadougou,2020-06-01,30.9
1098,Ouagadougou,2020-07-01,28.8
1099,Ouagadougou,2020-08-01,27.1
1100,Ouagadougou,2020-09-01,27.9
1101,Ouagadougou,2020-10-01,29.1
1102,Ouagadougou,2020-11-01,27.9
1103,Ouagadougou,2020-12-01,27.8
1104,Ouagadougou,2021-01-01,27.0
1105,Ouagadougou,2021-02-01,28.3
1106,Ouagadougou,2021-03-01,32.6
1107,Ouagadougou,2021-04-01,34.5
1108,Ouagadougou,2021-05-01,33.5
1109,Ouagadougou,2021-06-01,26.9
1110,Ouagadougou,2021-07-01,30.2
1111,Ouagadougou,2021-08-01,32.9
1112,Ouagadougou,2021-09-01,33.5
1113,Ouagadougou,2021-10-01,30.7
1114,Ouagadougou,2021-11-01,30.0
1115,Ouagadougou,2021-12-01,28.6
