,Event_type,Date,Province,Region
0,Inondations,2020-06-18,NAMENTENGA,NAMENTENGA
1,Inondations,2020-06-18,NAMENTENGA,NAMENTENGA
2,Inondations,2020-06-18,NAMENTENGA,NAMENTENGA
3,Inondations,2020-06-18,NAMENTENGA,NAMENTENGA
4,Inondations,2020-06-18,NAMENTENGA,NAMENTENGA
5,Inondations,2020-09-06,GANZOURGOU,GANZOURGOU
6,Inondations,2020-09-06,GANZOURGOU,GANZOURGOU
7,Inondations,2020-04-20,BAM,BAM
8,Inondations,2020-09-06,GANZOURGOU,GANZOURGOU
9,Vents violents,2020-04-22,BOUGOURIBA,BOUGOURIBA
10,Vents violents,2020-04-22,BOUGOURIBA,BOUGOURIBA
11,Vents violents,2020-04-22,BOUGOURIBA,BOUGOURIBA
12,Vents violents,2020-05-01,KOURWEOGO,KOURWEOGO
13,Vents violents,2020-05-01,KOURWEOGO,KOURWEOGO
14,Vents violents,2020-05-01,KOURWEOGO,KOURWEOGO
15,Vents violents,2020-05-04,BAZEGA,BAZEGA
16,Vents violents,2020-05-04,BAZEGA,BAZEGA
17,Vents violents,2020-05-04,BAZEGA,BAZEGA
18,Vents violents,2020-06-07,BAZEGA,BAZEGA
19,Vents violents,2020-06-07,BAZEGA,BAZEGA
20,Vents violents,2020-06-07,BAZEGA,BAZEGA
21,Vents violents,2020-06-08,GANZOURGOU,GANZOURGOU
22,Vents violents,2020-06-08,GANZOURGOU,GANZOURGOU
23,Vents violents,2020-06-08,GANZOURGOU,GANZOURGOU
24,Vents violents,2020-06-08,GANZOURGOU,GANZOURGOU
25,Vent violent,2020-05-04,BAZEGA,BAZEGA
26,Vent violent,2020-05-04,BAZEGA,BAZEGA
27,Vent violent,2020-05-04,BAZEGA,BAZEGA
28,Vent violent,2020-05-04,BAZEGA,BAZEGA
29,Vent violent,2020-05-04,BAZEGA,BAZEGA
30,Vent violent,2020-05-04,BAZEGA,BAZEGA
31,Vent violent,2020-05-04,BAZEGA,BAZEGA
32,Vent violent,2020-05-04,BAZEGA,BAZEGA
33,Vent violent,2020-06-05,YATENGA,YATENGA
34,Vent violent,2020-06-05,YATENGA,YATENGA
35,Vent violent,2020-06-05,YATENGA,YATENGA
36,Inondations,2021-05-21,BAM,BAM
37,Inondations,2021-05-21,BAM,BAM
38,Inondations,2021-05-21,BAM,BAM
39,Inondations,2021-05-21,BAM,BAM
40,Inondations,2021-06-05,LOROUM,LOROUM
41,Inondations,2021-06-05,LOROUM,LOROUM
42,Inondations,2021-06-05,LOROUM,LOROUM
43,Inondations,2021-06-22,BANWA,BANWA
44,Inondations,2021-06-22,BANWA,BANWA
45,Inondations,2021-06-22,BANWA,BANWA
46,Inondations,2021-08-01,BANWA,BANWA
47,Inondations,2021-08-01,BANWA,BANWA
48,Inondations,2021-08-01,BANWA,BANWA
49,Inondations,2021-08-04,NAYALA,NAYALA
50,Inondations,2021-08-04,NAYALA,NAYALA
51,Inondations,2021-08-04,NAYALA,NAYALA
52,Inondations,2021-08-06,BANWA,BANWA
53,Inondations,2021-08-06,BANWA,BANWA
54,Inondations,2021-08-06,BANWA,BANWA
55,Inondations,2021-08-10,BANWA,BANWA
56,Inondations,2021-08-10,BANWA,BANWA
57,Inondations,2021-08-10,BANWA,BANWA
58,Inondations,2021-08-11,BANWA,BANWA
59,Inondations,2021-08-11,BANWA,BANWA
60,Inondations,2021-08-11,BANWA,BANWA
61,Inondations,2021-08-11,HOUET,HOUET
62,Inondations,2021-08-11,HOUET,HOUET
63,Inondations,2021-08-11,HOUET,HOUET
64,Inondations,2021-08-11,HOUET,HOUET
65,Inondations,2021-08-11,HOUET,HOUET
66,Inondations,2021-08-11,KENEDOUGOU,KENEDOUGOU
67,Inondations,2021-08-11,KENEDOUGOU,KENEDOUGOU
68,Inondations,2021-08-11,KENEDOUGOU,KENEDOUGOU
69,Inondations,2021-08-12,HOUET,HOUET
70,Inondations,2021-08-12,HOUET,HOUET
71,Inondations,2021-08-12,HOUET,HOUET
72,Inondations,2021-08-13,KENEDOUGOU,KENEDOUGOU
73,Inondations,2021-08-13,KENEDOUGOU,KENEDOUGOU
74,Inondations,2021-08-13,KENEDOUGOU,KENEDOUGOU
75,Inondations,2021-08-15,BOUGOURIBA,BOUGOURIBA
76,Inondations,2021-08-15,BOUGOURIBA,BOUGOURIBA
77,Inondations,2021-08-15,BOUGOURIBA,BOUGOURIBA
78,Inondations,2021-08-16,SISSILI,SISSILI
79,Inondations,2021-08-16,SISSILI,SISSILI
80,Inondations,2021-08-16,SISSILI,SISSILI
81,Inondations,2021-08-17,GOURMA,GOURMA
82,Inondations,2021-08-17,GOURMA,GOURMA
83,Inondations,2021-08-17,GOURMA,GOURMA
84,Inondations,2021-08-18,BANWA,BANWA
85,Inondations,2021-08-18,BANWA,BANWA
86,Inondations,2021-08-18,BANWA,BANWA
87,Inondations,2021-08-21,BOUGOURIBA,BOUGOURIBA
88,Inondations,2021-08-21,BOUGOURIBA,BOUGOURIBA
89,Inondations,2021-08-21,BOUGOURIBA,BOUGOURIBA
90,Inondations,2021-08-24,KOSSI,KOSSI
91,Inondations,2021-08-24,KOSSI,KOSSI
92,Inondations,2021-08-24,KOSSI,KOSSI
93,Inondations,2021-08-25,BOUGOURIBA,BOUGOURIBA
94,Inondations,2021-08-25,BOUGOURIBA,BOUGOURIBA
95,Inondations,2021-08-25,BOUGOURIBA,BOUGOURIBA
96,Inondations,2021-08-27,SISSILI,SISSILI
97,Inondations,2021-08-27,SISSILI,SISSILI
98,Inondations,2021-08-27,SISSILI,SISSILI
99,Inondations,2021-08-31,BANWA,BANWA
100,Inondations,2021-08-31,BANWA,BANWA
101,Inondations,2021-08-31,BANWA,BANWA
102,Inondations,2021-08-31,BANWA,BANWA
103,Inondations,2021-08-31,BOUGOURIBA,BOUGOURIBA
104,Inondations,2021-08-31,BOUGOURIBA,BOUGOURIBA
105,Inondations,2021-08-31,BOUGOURIBA,BOUGOURIBA
106,Inondations,2021-09-02,IOBA,IOBA
107,Inondations,2021-09-02,IOBA,IOBA
108,Inondations,2021-09-02,IOBA,IOBA
109,Inondations,2021-09-02,IOBA,IOBA
110,Inondations,2021-09-02,IOBA,IOBA
111,Inondations,2021-09-09,BANWA,BANWA
112,Inondations,2021-09-09,BANWA,BANWA
113,Inondations,2021-09-09,BANWA,BANWA
114,Inondations,2021-09-30,NOUMBIEL,NOUMBIEL
115,Inondations,2021-09-30,NOUMBIEL,NOUMBIEL
116,Inondations,2021-09-30,NOUMBIEL,NOUMBIEL
117,Inondations,2021-10-26,HOUET,HOUET
118,Inondations,2021-10-26,HOUET,HOUET
119,Inondations,2021-10-26,HOUET,HOUET
120,Vents violents,2021-02-01,OUDALAN,OUDALAN
121,Vents violents,2021-02-01,OUDALAN,OUDALAN
122,Vents violents,2021-02-01,OUDALAN,OUDALAN
123,Vents violents,2021-03-01,SOUM,SOUM
124,Vents violents,2021-03-01,SOUM,SOUM
125,Vents violents,2021-03-01,SOUM,SOUM
126,Vents violents,2021-04-09,YATENGA,YATENGA
127,Vents violents,2021-04-09,YATENGA,YATENGA
128,Vents violents,2021-04-09,YATENGA,YATENGA
129,Vents violents,2021-05-10,SANGUIE,SANGUIE
130,Vents violents,2021-05-10,SANGUIE,SANGUIE
131,Vents violents,2021-05-10,SANGUIE,SANGUIE
132,Vents violents,2021-05-11,BAZEGA,BAZEGA
133,Vents violents,2021-05-11,BAZEGA,BAZEGA
134,Vents violents,2021-05-11,BAZEGA,BAZEGA
135,Vents violents,2021-05-11,ZONDOMA,ZONDOMA
136,Vents violents,2021-05-11,ZONDOMA,ZONDOMA
137,Vents violents,2021-05-11,ZONDOMA,ZONDOMA
138,Vents violents,2021-05-13,SENO,SENO
139,Vents violents,2021-05-13,SENO,SENO
140,Vents violents,2021-05-13,SENO,SENO
141,Vents violents,2021-05-15,BAZEGA,BAZEGA
142,Vents violents,2021-05-15,BAZEGA,BAZEGA
143,Vents violents,2021-05-15,BAZEGA,BAZEGA
144,Vents violents,2021-05-18,SANMATENGA,SANMATENGA
145,Vents violents,2021-05-18,SANMATENGA,SANMATENGA
146,Vents violents,2021-05-18,SANMATENGA,SANMATENGA
147,Vents violents,2021-05-18,YAGHA,YAGHA
148,Vents violents,2021-05-18,YAGHA,YAGHA
149,Vents violents,2021-05-18,YAGHA,YAGHA
150,Vents violents,2021-05-21,SENO,SENO
151,Vents violents,2021-05-21,SENO,SENO
152,Vents violents,2021-05-21,SENO,SENO
153,Vents violents,2021-05-21,YATENGA,YATENGA
154,Vents violents,2021-05-21,YATENGA,YATENGA
155,Vents violents,2021-05-21,YATENGA,YATENGA
156,Vents violents,2021-05-22,YATENGA,YATENGA
157,Vents violents,2021-05-22,YATENGA,YATENGA
158,Vents violents,2021-05-22,YATENGA,YATENGA
159,Vents violents,2021-05-23,SOUROU,SOUROU
160,Vents violents,2021-05-23,SOUROU,SOUROU
161,Vents violents,2021-05-23,SOUROU,SOUROU
162,Vents violents,2021-05-23,YATENGA,YATENGA
163,Vents violents,2021-05-23,YATENGA,YATENGA
164,Vents violents,2021-05-23,YATENGA,YATENGA
165,Vents violents,2021-05-24,PASSORE,PASSORE
166,Vents violents,2021-05-24,PASSORE,PASSORE
167,Vents violents,2021-05-24,PASSORE,PASSORE
168,Vents violents,2021-05-24,YATENGA,YATENGA
169,Vents violents,2021-05-24,YATENGA,YATENGA
170,Vents violents,2021-05-24,YATENGA,YATENGA
171,Vents violents,2021-05-26,NAHOURI,NAHOURI
172,Vents violents,2021-05-26,NAHOURI,NAHOURI
173,Vents violents,2021-05-26,NAHOURI,NAHOURI
174,Vents violents,2021-05-26,NAHOURI,NAHOURI
175,Vents violents,2021-05-28,SANMATENGA,SANMATENGA
176,Vents violents,2021-05-28,SANMATENGA,SANMATENGA
